"","time","d2_bw1","k_bw1","UD2_1","UD2_2","U_K","do","mf_xe","p_atm","x_loc_fit","x_vel_fit","y_loc_fit","y_vel_fit","tot_vel_fit","x_acc_fit","y_acc_fit","tot_acc_fit","vRatio"
"1",0,10.415247289041,-0.286075046198236,0.18509692430609,0.249371833589069,0.925838789997627,3.233,0.4,1,0.00913354283147429,-0.0625476936376003,0.00752254686002624,-0.378593753111817,0.383725740437978,0.0650632512506653,-0.0579237322978409,0.0871113392539636,1
"2",0.033,10.4248092642344,-0.281237793518383,0.186016796165189,0.250055370779277,0.88263484526136,3.233,0.4,1,0.00769762703715765,-0.064597372816927,-0.00481979121103852,-0.381799473952715,0.387225591723247,0.0732764118424502,-0.0553909114554349,0.0918563313243469,1.00912071022724
"3",0.067,10.4344864507318,-0.276260428193074,0.185090725945895,0.249367232873885,0.837527258358796,3.233,0.4,1,0.00604514703668101,-0.0662366279649439,-0.0176773039007773,-0.384965107302122,0.390621843634352,0.0817254250668577,-0.0527679928076732,0.0972805539011226,1.01797143759109
"4",0.1,10.4437084132501,-0.271439323246522,0.183030529588886,0.247841914860235,0.793321504083719,3.233,0.4,1,0.00429280339017127,-0.0673639635113472,-0.0302882456497162,-0.38790235249753,0.393708189720605,0.0898944483244501,-0.0502134722907499,0.102967978707223,1.0260145417173
"5",0.133,10.4527614277283,-0.266631319876697,0.183961220107016,0.248530019320125,0.748847238491455,3.233,0.4,1,0.00241404429927622,-0.0680312336160491,-0.0430232994886774,-0.390704526075363,0.396583251591763,0.0980136082540667,-0.0476548984523819,0.108984662909459,1.03350703327619
"6",0.167,10.461911420163,-0.261694695541253,0.184754777533931,0.249117979723689,0.702900643576242,3.233,0.4,1,0.00036743197346316,-0.0682359333992474,-0.0562681265353859,-0.393448767859964,0.399322019850384,0.10630671412854,-0.0450197253326648,0.115446494697049,1.04064433987307
"7",0.2,10.4706197884341,-0.256922952255106,0.184028913053574,0.248580129615543,0.658334593538051,3.233,0.4,1,-0.00170554863268071,-0.0679662415427314,-0.0692376825961888,-0.395972486075002,0.401763138824187,0.114266439892755,-0.0424683243890251,0.121903149517049,1.04700596411807
"8",0.233,10.4791581141459,-0.252173504927557,0.182281497802097,0.247289272798024,0.613942921292581,3.233,0.4,1,-0.00384270982960074,-0.0672371358729676,-0.0823138208073122,-0.398357733610823,0.403992223152811,0.122118762599299,-0.0399286644177439,0.128480700577825,1.05281502015398
"9",0.267,10.48777746625,-0.247306317172137,0.182992756185503,0.247814020621044,0.568537582862859,3.233,0.4,1,-0.00608949288828843,-0.0660093204749469,-0.0958912767719577,-0.400670117003515,0.406071142842205,0.130076556450463,-0.0373303921361978,0.135327265231559,1.0582327429448
"10",0.3,10.4959711944234,-0.242610301729549,0.183469800079568,0.248166491576193,0.524930464877378,3.233,0.4,1,-0.00829203170677103,-0.0643605436007772,-0.109165054661103,-0.402773788131451,0.407883566693175,0.137652265954939,-0.0348324109137574,0.141990996801185,1.0629559701354
