"","time","d2_bw1","k_bw1","UD2_1","UD2_2","U_K","do","mf_xe","p_atm","x_loc_fit","x_vel_fit","y_loc_fit","y_vel_fit","tot_vel_fit","vRatio"
"107",5.033,2.37509522102465,0.444847625382721,0.0744933205708435,0.18296091060571,0.0172133021013014,1.919,0.35,1,-2.75877547107136,-0.747597113595468,1.5582201232089,0.539236896109719,0.921779732030554,1.26369519665694
"108",5.067,2.35983781706041,0.44447797039726,0.0742725804650021,0.182871146463651,0.0163271231961566,1.919,0.35,1,-2.79109561753545,-0.722148606609819,1.57910450377006,0.537145037402479,0.900013000591999,1.23385453840637
"109",5.1,2.34506452614431,0.44411058699255,0.0741100270026324,0.182805186201954,0.0154584876025364,1.919,0.35,1,-2.8214468488785,-0.695562581391744,1.59927284199828,0.534444854196045,0.877176496954278,1.20254729769296
"110",5.133,2.33032645899884,0.443736313808953,0.0739352351381644,0.182734394668698,0.0145839411729595,1.919,0.35,1,-2.85069547843502,-0.667165669795763,1.61928568051619,0.531095156507366,0.852743863196688,1.16905187481885
"111",5.167,2.31517888366926,0.443345147984,0.0736591179604886,0.182622850866799,0.0136790186916516,1.919,0.35,1,-2.87957682110908,-0.636073834642335,1.63968413939353,0.526984925390141,0.826016364671461,1.13241035371426
"112",5.2,2.3005129456968,0.442961700291013,0.0734243820471986,0.182528298844352,0.0127989389354742,1.919,0.35,1,-2.90629863948393,-0.6041834777863,1.65921234796089,0.522384961861907,0.798701272823209,1.09496328348107
"113",5.233,2.28588256198365,0.442576088963708,0.0732504962129465,0.182458420456396,0.0119188544575732,1.919,0.35,1,-2.93164251824221,-0.570681073391766,1.67842063869592,0.517221242937614,0.770191340949448,1.0558781715894
"114",5.267,2.27084584836877,0.442178151386359,0.0730494499588566,0.182377800566,0.0110137287627097,1.919,0.35,1,-2.95622696295325,-0.534564975398891,1.69782286645991,0.511360349703598,0.739762881045138,1.01416289267125
"115",5.3,2.25628701457745,0.441792848625314,0.0728473232561043,0.182296934986794,0.0101382572817202,1.919,0.35,1,-2.97852751741357,-0.498052480469643,1.71622928132509,0.505203270683369,0.709426964536265,0.972574484240965
"116",5.333,2.24176284251995,0.441409966568319,0.0726280076737496,0.182209405626214,0.00926713962702581,1.919,0.35,1,-2.99921898537554,-0.460201604114037,1.73417358799034,0.498648050134228,0.678553899356418,0.930249682752972
