"","time","d2_bw1","k_bw1","UD2_1","UD2_2","U_K","do","mf_xe","p_atm","x_loc_fit","x_vel_fit","y_loc_fit","y_vel_fit","tot_vel_fit","x_acc_fit","y_acc_fit","tot_acc_fit","vRatio"
"1",0,8.16097749503912,-0.0321608915677318,0.130703959910993,0.212153164332787,0.851127015562539,2.855,0.7,1,0.0115877463501023,-0.125555547257444,0.0115982310863941,-0.227799645232657,0.260109349726689,0.0592801301944752,-0.0446273743800936,0.0742006494576359,1
"2",0.033,8.16230888924839,-0.0304996589233618,0.129179356582509,0.211217296088817,0.811310820721289,2.855,0.7,1,0.00777220134411493,-0.125691835807045,0.0043417557438918,-0.231291737494653,0.263238115442731,0.0633755210630824,-0.0406754209969742,0.0753056873237227,1.01202865533027
"3",0.067,8.16359686384542,-0.0288494820321008,0.130342280966324,0.211930531560472,0.769735962593943,2.855,0.7,1,0.00377677230614787,-0.125526257405235,-0.00330298764907083,-0.234673648688389,0.26613636107621,0.067444599161635,-0.0365867496253755,0.076729161367915,1.02317106769078
"4",0.1,8.16476883336799,-0.0273061196738323,0.129678865757196,0.211523162381978,0.728988579613088,2.855,0.7,1,-0.000148259457195749,-0.125076643714726,-0.0108773871760234,-0.237746560454804,0.268640268409318,0.0712387350455694,-0.0326018334317835,0.0783443483220493,1.03279743189391
"5",0.133,8.1658668864024,-0.0258189072739176,0.130113171574846,0.211789700923499,0.687990331576383,2.855,0.7,1,-0.00410495619344851,-0.124350986533933,-0.0185952396580388,-0.240613143342928,0.270846548069801,0.0748703815335673,-0.0286008346663181,0.0801472505741276,1.04127955551922
"6",0.167,8.16692399235278,-0.024344070673534,0.129815289175708,0.211606827167208,0.645631511493327,2.855,0.7,1,-0.00819956714086303,-0.123324220758517,-0.0266879003437574,-0.243350851982137,0.272815873046506,0.0784317678218302,-0.0244621722605136,0.0821580189352234,1.04885069811281
"7",0.2,8.16788088056621,-0.0229671494713807,0.129730228589691,0.211554655372869,0.6045422752181,2.855,0.7,1,-0.0121769077401767,-0.122066731414333,-0.0346705224003515,-0.24579871400348,0.274439965609864,0.0817030388893832,-0.0204298970437946,0.0842185683622093,1.05509458194499
"8",0.233,8.16877246049179,-0.0216427863599425,0.129550895238516,0.211444731447963,0.563610611488942,2.855,0.7,1,-0.0161436102807525,-0.120562742724002,-0.0427705625567152,-0.24804047733719,0.275788783910432,0.0847812640210317,-0.0163833089668505,0.0863497280928386,1.06028016370891
"9",0.267,8.16962558146043,-0.020332076384091,0.129503978478709,0.211415989087424,0.521740668835001,2.855,0.7,1,-0.0202054249829473,-0.118767125162982,-0.0512298395024432,-0.250134782107633,0.276898969372428,0.0877397619597802,-0.0122001687193548,0.0885839147110784,1.06454831271302
"10",0.3,8.17039272865413,-0.0191110013550877,0.129402468799836,0.211353824028553,0.481524940151375,2.855,0.7,1,-0.0241103085730016,-0.116797657863237,-0.0595420054929594,-0.251958685442918,0.277713651181322,0.0903936452175653,-0.0081277447033118,0.0907583127304672,1.06768038701081
"11",0.333,8.1711024569973,-0.0179391781287922,0.129365565561164,0.211331231844609,0.441848996549886,2.855,0.7,1,-0.0279658431836837,-0.114617613872976,-0.0679457520622567,-0.253577256869874,0.278277959263008,0.0928224791567372,-0.00404454365602437,0.0929105535996229,1.06984989026888
"12",0.367,8.17177623317576,-0.0167822719393013,0.129082587111869,0.211158126283346,0.401659186711005,2.855,0.7,1,-0.0318741303598083,-0.112165309238812,-0.0766909792135036,-0.25503062568187,0.278606670114562,0.0950784395225683,0.000172080774012511,0.0950785952454045,1.07111363127588
"13",0.4,8.17237687293508,-0.0157073135120877,0.129002089475701,0.211108927071066,0.363434312397459,2.855,0.7,1,-0.0355937426666898,-0.109599345076469,-0.0852545893095581,-0.256233945958086,0.278689525282961,0.0970182479220908,0.0042724217520881,0.0971122753183139,1.07143217103036
"14",0.433,8.17292733585836,-0.014678584598684,0.128962547432719,0.211084766480995,0.326087674006098,2.855,0.7,1,-0.0392299834056618,-0.106865176649104,-0.0938841573986089,-0.257233861518503,0.278548784761242,0.0987018584691157,0.00837862969007993,0.0990568437854792,1.07089108889753
"15",0.467,8.17344438659446,-0.013666045140941,0.12873791627005,0.210947602701606,0.288633111951911,2.855,0.7,1,-0.0428786646946442,-0.103888385555693,-0.102835358580304,-0.258052364927507,0.278179473897783,0.100158356360548,0.0126134889462697,0.10094947474972,1.06947125964554
"16",0.5,8.17389986648472,-0.012728326775933,0.128545985693854,0.210830525394224,0.253369155052523,2.855,0.7,1,-0.0463156316446313,-0.100860352664875,-0.111573109870401,-0.258642504022148,0.27761259990593,0.101292713813832,0.0167259837655412,0.102664367746049,1.06729189165108
"17",0.533,8.17431183969486,-0.0118340903661025,0.128368841972504,0.21072256544889,0.219264909686167,2.855,0.7,1,-0.0496411182876527,-0.0977121516711583,-0.120351587750762,-0.259032776687277,0.276849496988035,0.102143354220706,0.0208387458663447,0.104247389131521,1.06435811430437
"18",0.567,8.17469299929544,-0.0109573373176917,0.128341097848635,0.210705665317743,0.185423797540932,2.855,0.7,1,-0.0529425748282666,-0.094360654187553,-0.129430022942841,-0.259227482060497,0.275867396613171,0.102714840153415,0.0250744646105931,0.105731107831373,1.0605823931475
"19",0.6,8.17502301334607,-0.0101487988488582,0.12821007454666,0.210625884485407,0.153910961902041,2.855,0.7,1,-0.0560186773073864,-0.0910206463627632,-0.138266081469779,-0.25921696895068,0.274732952257775,0.102966494766603,0.0291821470428069,0.107021945182046,1.05622097993191
