"","time","d2_bw1","k_bw1","do","mf_xe","p_atm","x_loc_fit","x_vel_fit","y_loc_fit","y_vel_fit","tot_vel_fit"
"1",1.467,8.6534303755095,0.334414747481511,2.981,0.05,1,0.73924127149359,0.84871230482119,0.179877944337777,0.0543866296663772,0.85045310384604
"2",1.5,8.64266285936443,0.339103182667394,2.981,0.05,1,0.766755576237318,0.844164852041144,0.181094766035968,0.0417255995695119,0.845195434843967
"3",1.534,8.63138848293463,0.343902929923842,2.981,0.05,1,0.795007073315606,0.839226046264333,0.181975113848125,0.0283682392085228,0.839705373166241
"4",1.567,8.6202707391305,0.348529702377637,2.981,0.05,1,0.822325893736921,0.834169785900571,0.182452552554809,0.0151049820654114,0.834306533710842
"5",1.6,8.60898103932008,0.353123232655884,2.981,0.05,1,0.849535243670878,0.828840124550328,0.182544349885246,0.00155216355612144,0.828841577912395
"6",1.634,8.59716990999631,0.357819205944029,2.981,0.05,1,0.877443641407584,0.823049709594145,0.182220833218278,-0.0127089719065371,0.823147825381279
"7",1.667,8.58553275416721,0.362339475816956,2.981,0.05,1,0.90439759096934,0.817128272190467,0.181486855567308,-0.0268340437217291,0.81756876109318
"8",1.7,8.57372550667922,0.366820854353367,2.981,0.05,1,0.931207232354254,0.810901372005808,0.180325338080516,-0.0412323159185945,0.811948975611714
"9",1.734,8.56138344678533,0.371395426727658,2.981,0.05,1,0.9586641089452,0.80415954762788,0.178667140345852,-0.0563457172410031,0.806131141869907
"10",1.767,8.54923354967701,0.375792254145887,2.981,0.05,1,0.985138474674455,0.79729509944928,0.176596085169393,-0.0712777194718929,0.800474852134001
"11",1.8,8.53691643222947,0.380144737378137,2.981,0.05,1,1.01142540902171,0.790112593613567,0.174056985891791,-0.0864606598304136,0.794829136535059
"12",1.834,8.52405240582754,0.384580895054985,2.981,0.05,1,1.03829653430796,0.782380182593776,0.170937760800053,-0.102356555383205,0.789047282832522
"13",1.9,8.49858322487216,0.393045651532366,2.981,0.05,1,1.089777916923,0.766420786311087,0.163373945774554,-0.133904116296763,0.778030291216815
"14",1.934,8.48520932198872,0.397327279510152,2.981,0.05,1,1.11591397058123,0.75772306763226,0.158674723656781,-0.1504875240521,0.772522324672481
"15",1.967,8.47206612226777,0.401429430621847,2.981,0.05,1,1.14100896798812,0.748983623127052,0.153576109597286,-0.166781590600217,0.767328200104535
"16",2,8.45876442593837,0.405477286271616,2.981,0.05,1,1.16581934384887,0.739962801727181,0.147937051379729,-0.183257209329076,0.762317619310363
"17",2.034,8.44489578498693,0.409589451127588,2.981,0.05,1,1.19106701527049,0.730388812184071,0.141551164722297,-0.200406594217496,0.757384063715044
"18",2.067,8.43127795927561,0.413522569928143,2.981,0.05,1,1.21525082396238,0.72084095468849,0.134784429293638,-0.217205298231108,0.752854450432405
"19",2.1,8.41750741925064,0.41739707207036,2.981,0.05,1,1.23910282906637,0.711059288247174,0.12744876249404,-0.234139381877315,0.748616431524495
"20",2.134,8.40316208564023,0.421326291721145,2.981,0.05,1,1.26331514338978,0.70075728026454,0.11928746771867,-0.251710918910087,0.744593279947056
"21",2.167,8.38908805242257,0.425077819364155,2.981,0.05,1,1.2864491790089,0.690562743276369,0.110773476039999,-0.26886913180485,0.741058373165622
"22",2.2,8.37486795345239,0.428766953292712,2.981,0.05,1,1.30920914231817,0.680198769440818,0.101669487176537,-0.28611215639634,0.737923120647786
"23",2.234,8.36006667493246,0.432501443272194,2.981,0.05,1,1.33225442493615,0.669369444531129,0.091667171061702,-0.303948398568939,0.735146299905355
"24",2.267,8.34555739576884,0.436060541863971,2.981,0.05,1,1.35421761265027,0.658738488717328,0.0813507239068474,-0.321311260210831,0.732923817634454
"25",2.3,8.33090948083973,0.439554082066939,2.981,0.05,1,1.37577192610618,0.648016918769609,0.0704319747326251,-0.338707643896774,0.731196823738836
"26",2.334,8.31567544284037,0.443083968241938,2.981,0.05,1,1.39754183276421,0.636906099507913,0.0585503277684968,-0.356648943579485,0.729964278952571
"27",2.367,8.30075414714305,0.446441714351433,2.981,0.05,1,1.41823837763958,0.626090401842715,0.0464038079384932,-0.374063535965036,0.729323467480815
"28",2.4,8.28570232490451,0.449731404337133,2.981,0.05,1,1.43850143333541,0.615274984948553,0.033652351612208,-0.391463783422813,0.729251123300571
"29",2.434,8.27006083180527,0.453048892959805,2.981,0.05,1,1.45891951727598,0.604166112926176,0.0198831837684563,-0.409361211849261,0.72978989700805
"30",2.467,8.25475269161044,0.456198427072234,2.981,0.05,1,1.47828780532313,0.593451117306881,0.00590873421878985,-0.426689432196469,0.730922773062196
"31",2.5,8.23932269649068,0.459278112717497,2.981,0.05,1,1.49721165724534,0.582836306093481,-0.00866335883549959,-0.443963285033267,0.732667426707523
"32",2.534,8.22330080720831,0.462377610270577,2.981,0.05,1,1.51624426302247,0.572040697142463,-0.0242973849460992,-0.46169240914319,0.735112535498938
"33",2.567,8.2076325708099,0.465314235482189,2.981,0.05,1,1.53426841082069,0.561734519226843,-0.0400681653917541,-0.478824471840873,0.738118245896079
"34",2.6,8.19185158534995,0.468179945857293,2.981,0.05,1,1.55185524644121,0.551632199683075,-0.0564203594387823,-0.495874393740883,0.741747597296463
"35",2.634,8.17547771370515,0.471058123199358,2.981,0.05,1,1.56952514295255,0.541472491518014,-0.0738689335589758,-0.513348914151243,0.746136426353107
"36",2.667,8.15947730886843,0.473779348574624,2.981,0.05,1,1.58624865548151,0.531886508784086,-0.0913799763697592,-0.530216000654238,0.751020815674438
