"","radtime","narrow.band","qrad.narrow","wide.band","qrad.wide"
"35",-4.67,0,0,-2.83063200000005e-08,-0.0164609113666669
"36",-4.66,0,0,-2.83063200000005e-08,-0.0164609113666669
"37",-4.65,0,0,-2.83063200000005e-08,-0.0164609113666669
"38",-4.64,0,0,-2.83063200000005e-08,-0.0164609113666669
"39",-4.63,0,0,-2.83063200000005e-08,-0.0164609113666669
"40",-4.62,0,0,-2.83063200000005e-08,-0.0164609113666669
"41",-4.61,0,0,-2.83063200000005e-08,-0.0164609113666669
"42",-4.6,0,0,-2.83063200000005e-08,-0.0164609113666669
"43",-4.59,0,0,-2.83063200000005e-08,-0.0164609113666669
"44",-4.58,0,0,-2.83063200000005e-08,-0.0164609113666669
"45",-4.57,0,0,-2.83063200000005e-08,-0.0164609113666669
"46",-4.56,0,0,-2.83063200000005e-08,-0.0164609113666669
"47",-4.55,0,0,-2.83063200000005e-08,-0.0164609113666669
"48",-4.54,0,0,-2.83063200000005e-08,-0.0164609113666669
"49",-4.53,0,0,-2.83063200000005e-08,-0.0164609113666669
"50",-4.52,0,0,-2.83063200000005e-08,-0.0164609113666669
"51",-4.51,0,0,-2.83063200000005e-08,-0.0164609113666669
"52",-4.5,0,0,-2.83063200000005e-08,-0.0164609113666669
"53",-4.49,0,0,-2.83063200000005e-08,-0.0164609113666669
