t,d_2,x_loc,y_loc,do,mf_xe,p_atm
25.8670,0.9109,4.404,-5.970,,,
25.9000,0.9087,4.374,-5.970,,,
25.9330,0.9109,4.345,-5.941,,,
25.9670,0.9076,4.315,-5.911,,,
26.0000,0.9053,4.256,-5.911,,,
26.0330,0.9020,4.226,-5.882,,,
26.0670,0.9031,4.197,-5.852,,,
26.1000,0.9042,4.167,-5.822,,,
26.1330,0.9042,4.108,-5.793,,,
26.1670,0.9009,4.079,-5.763,,,
26.2000,0.9031,4.049,-5.763,,,
26.2330,0.8987,4.020,-5.734,,,
26.2670,0.8965,3.990,-5.704,,,
26.3000,0.8942,3.960,-5.675,,,
26.3330,0.8898,3.931,-5.645,,,
26.3670,0.8887,3.901,-5.616,,,
26.4000,0.8965,3.872,-5.586,,,
26.4330,0.8931,3.842,-5.556,,,
26.4670,0.8931,3.813,-5.527,,,
26.5000,0.8909,3.813,-5.497,,,
26.5330,0.8853,3.783,-5.468,,,
26.5670,0.8853,3.754,-5.438,,,
26.6000,0.8864,3.724,-5.409,,,
26.6330,0.8853,3.724,-5.379,,,
26.6670,0.8876,3.694,-5.350,,,
26.7000,0.8898,3.694,-5.350,,,
26.7330,0.8853,3.665,-5.320,,,
26.7670,0.8809,3.665,-5.290,,,
26.8000,0.8809,3.635,-5.261,,,
26.8330,0.8842,3.635,-5.231,,,
26.8670,0.8831,3.606,-5.231,,,
26.9000,0.8787,3.606,-5.202,,,
26.9330,0.8853,3.606,-5.172,,,
26.9670,0.8787,3.576,-5.172,,,
27.0000,0.8753,3.576,-5.143,,,
27.0330,0.8753,3.576,-5.143,,,
27.0670,0.8831,3.547,-5.113,,,
27.1000,0.8742,3.547,-5.113,,,
27.1330,0.8731,3.547,-5.113,,,
27.1670,0.8709,3.547,-5.084,,,
27.2000,0.8709,3.547,-5.084,,,
27.2330,0.8798,3.547,-5.084,,,
27.2670,0.8798,3.547,-5.054,,,
27.3000,0.8775,3.547,-5.054,,,
27.3330,0.8698,3.517,-5.054,,,
27.3670,0.8686,3.517,-5.054,,,
27.4000,0.8731,3.517,-5.054,,,
27.4330,0.8753,3.517,-5.054,,,
27.4670,0.8742,3.517,-5.054,,,
27.5000,0.8720,3.547,-5.024,,,
27.5330,0.8631,3.547,-5.024,,,
27.5670,0.8664,3.547,-5.024,,,
27.6000,0.8664,3.547,-5.024,,,
27.6330,0.8698,3.576,-5.054,,,
27.6670,0.8620,3.576,-5.054,,,
27.7000,0.8586,3.576,-5.054,,,
27.7330,0.8597,3.606,-5.054,,,
27.7670,0.8597,3.606,-5.054,,,
27.8000,0.8586,3.606,-5.084,,,
27.8330,0.8553,3.635,-5.084,,,
27.8670,0.8586,3.635,-5.084,,,
27.9000,0.8531,3.665,-5.113,,,
27.9330,0.8508,3.694,-5.113,,,
27.9670,0.8520,3.694,-5.143,,,
28.0000,0.8520,3.724,-5.143,,,
28.0330,0.8486,3.724,-5.172,,,
28.0670,0.8508,3.754,-5.172,,,
