"","time","d2_bw1","k_bw1","UD2_1","UD2_2","U_K","do","mf_xe","p_atm","x_loc_fit","x_vel_fit","y_loc_fit","y_vel_fit","tot_vel_fit","x_acc_fit","y_acc_fit","tot_acc_fit","vRatio"
"1",0,7.04554638939721,-0.430408133888047,0.217752287912268,0.274484059447953,0.831335089431917,2.672,0.35,1,0.00578484969635353,0.0471288175060256,0.000435246027549182,0.118090958433531,0.127147944943149,-0.0943872273736995,-0.0495841251417974,0.106618638883508,1
"2",0.033,7.05879273174636,-0.4232059258298,0.218674065944758,0.275215891831871,0.79267093606475,2.672,0.35,1,0.00763342313809377,0.0392411572473446,0.00438121725337616,0.11540301473065,0.121892264853162,-0.0780167475303867,-0.0459773494462739,0.0905567753253443,0.958664844387873
"3",0.066,7.07190949939181,-0.415713069318779,0.218767317180063,0.275289990857209,0.753513240567158,2.672,0.35,1,0.0091222985579713,0.0321292792450951,0.00821702254965861,0.112877224518296,0.117360804358879,-0.0612494191280666,-0.0422502387787862,0.0744081582918837,0.923025570026742
"4",0.1,7.08526849295596,-0.40770165805248,0.218929431613678,0.275418837457949,0.712793176370905,2.672,0.35,1,0.010312859568114,0.0255881896877923,0.0120592018906006,0.110479232585534,0.113403775440622,-0.0433744886566197,-0.0383946947330535,0.0579266678643576,0.891904116038424
"5",0.133,7.0980653998899,-0.399655125153825,0.220079533363326,0.276333930246395,0.673042736561172,2.672,0.35,1,0.0111632411486498,0.0199896414267802,0.0156899948871597,0.108376068552708,0.110204165072435,-0.0252466416612348,-0.0347557141400341,0.0429575672094517,0.866739648224038
"6",0.166,7.11067809864375,-0.39135390772516,0.220642651102363,0.27678262135741,0.633202023246351,2.672,0.35,1,0.0117376656028753,0.0151299933973484,0.0192346373985959,0.10651043452653,0.107579688432501,-0.00614229821399179,-0.0313430450943949,0.031939228280265,0.846098523107096
"7",0.2,7.12346266717809,-0.382547361010363,0.220791333756782,0.276901161178675,0.592199085744939,2.672,0.35,1,0.012064073121902,0.0109107531305425,0.0228100869824704,0.104843485589034,0.105409681739078,0.0147947653532914,-0.0281995334913993,0.0318449175064327,0.829031737683286
"8",0.233,7.13565060099178,-0.373765756900507,0.221860968095909,0.277754800434581,0.552579626568142,2.672,0.35,1,0.0121441085002902,0.00760995957998449,0.0262206588862165,0.103469081402157,0.103748553199624,0.0365672909803889,-0.0256437511830037,0.0446628340388318,0.815967204550669
"9",0.266,7.14760565528689,-0.364765627074387,0.222451982924002,0.278227109942256,0.513264645695857,2.672,0.35,1,0.0120107233850549,0.00513690500332047,0.0295876360060298,0.102319645562166,0.10244851224386,0.0600033501093896,-0.0237055767089585,0.0645163265495975,0.805742572478597
"10",0.3,7.15966385424093,-0.355276798326812,0.222762742970568,0.278475635659157,0.473209569363951,2.672,0.35,1,0.0116711777183695,0.00351875768613418,0.0330270438561352,0.10134402066441,0.101405089517648,0.0861300364125558,-0.0224840995904226,0.0890163912255503,0.797536205268501
"11",0.333,7.17110147901171,-0.345869629635431,0.223696255774905,0.279222948282751,0.434896472237353,2.672,0.35,1,0.0111674846801701,0.00292851071826795,0.0363513765348672,0.100563816776296,0.100606448201114,0.113631135882888,-0.0221666306901377,0.115773030357628,0.79125500806244
"12",0.366,7.18226363225937,-0.336279954513548,0.224366866486177,0.279760488233821,0.397259726708745,2.672,0.35,1,0.0105167608272127,0.00339462470360374,0.0396751399211251,0.0999039882631332,0.0999616443830261,0.143437503917957,-0.0228037396741369,0.145238865574404,0.78618372029309
"13",0.4,7.19346248923287,-0.326221260930786,0.22472298653043,0.280046175969528,0.359313091954173,2.672,0.35,1,0.00972248831144042,0.00508709987267803,0.0431104956466767,0.0992967210439516,0.0994269450159007,0.17672459537498,-0.0245429856591176,0.178420684774816,0.781978387935068
"14",0.433,7.20402695425912,-0.316297267215901,0.225524508567919,0.280689764624222,0.323405692929319,2.672,0.35,1,0.00886594978032446,0.00801960482537721,0.0464636603330772,0.0987206389891512,0.0990458410231421,0.211646326085419,-0.0273407862654319,0.213404981054959,0.778981060743276
"15",0.466,7.21427948115573,-0.306226307357534,0.226147049620096,0.281190199067952,0.288521403539978,2.672,0.35,1,0.00796575544718696,0.0123392428150319,0.0498402413653761,0.0980982785468457,0.0988712757432757,0.249189245869902,-0.0312625918133668,0.251142648516932,0.777608130335753
"16",0.5,7.22450513955778,-0.295708670873908,0.226494350304147,0.281469591110119,0.253769723177407,2.672,0.35,1,0.00704337634124516,0.0183629483509491,0.0533447643358812,0.0973455772128779,0.0990624009150192,0.290575873731872,-0.0364785717926417,0.29285666220025,0.7791113018721
"17",0.533,7.2340921454599,-0.285374796341588,0.227179156451656,0.28202093738956,0.221315653373129,2.672,0.35,1,0.00621117311592825,0.0258501613603187,0.0567680939963018,0.0964470447464826,0.0998512057147261,0.333239452895724,-0.0426466979203237,0.335957249973488,0.785315136311261
"18",0.566,7.24333684559803,-0.274928679489884,0.227779773190617,0.282504982389282,0.190249002564334,2.672,0.35,1,0.00550768879675629,0.035054998494188,0.0602058791361091,0.0953279077326822,0.101569005666681,0.378117445930705,-0.0498318525438081,0.381386964178258,0.798825381818753
"19",0.6,7.25249448219645,-0.264060474015929,0.228199326623619,0.282843371270167,0.159856666741586,2.672,0.35,1,0.00499741711316963,0.0464237923359517,0.0637511757153485,0.0938926983008132,0.104742576295693,0.426284141810379,-0.0581814926810781,0.430236278862684,0.823785050891116
"20",0.633,7.26101812741211,-0.253420852656848,0.228768917904132,0.283303119995222,0.13214206411843,2.672,0.35,1,0.00479769565981101,0.0593507187710755,0.0671799857969968,0.0921839697643814,0.109637548769405,0.474389775598426,-0.0670497037422736,0.479104708768607,0.862283293830871
"21",0.666,7.2691750997512,-0.242702568127565,0.22931902800956,0.283747522645132,0.106513441095099,2.672,0.35,1,0.00498418174642352,0.0741755879861375,0.070577931039984,0.0901326012805725,0.116730046117921,0.523176656948219,-0.0764778620743975,0.528736870062023,0.91806474866828
"22",0.7,7.27718861756384,-0.23158859567635,0.229663661826187,0.284026121269529,0.0829035614808302,2.672,0.35,1,0.00568806701875058,0.0914348306202364,0.074023585660181,0.0876392085797014,0.126652908103319,0.573316410208461,-0.0865352980690848,0.579810369022685,0.996106607621131
"23",0.733,7.28458102849683,-0.220743571802002,0.230212067572936,0.284469745414528,0.0638745841492768,2.672,0.35,1,0.0069789030820631,0.110075116674027,0.0772894719111459,0.0848417535711981,0.138977172441508,0.620905803071929,-0.0963605581958284,0.628338581868254,1.09303514503241
"24",0.766,7.29158823176436,-0.209852007492926,0.230583554552959,0.284770461302217,0.0509085540001417,2.672,0.35,1,0.00898152624717702,0.130497792814924,0.0804520207049685,0.081676475415318,0.153950383454657,0.666375298420621,-0.105954595287008,0.674746185322752,1.21079726080899
"25",0.8,7.29839973539293,-0.198592525704941,0.23083039855399,0.28497037196276,0.046922014479402,2.672,0.35,1,0.0119087095210154,0.153277364916991,0.0835742644222449,0.0780480120423926,0.172004194075801,0.709799946762929,-0.115269713468244,0.719098791034798,1.35278784216849
"26",0.833,7.30461048890152,-0.187637731551101,0.231326912533179,0.285372704479831,0.0522379750012663,2.672,0.35,1,0.0157015707842147,0.176908327222667,0.0864455931523856,0.0741992521504715,0.191838695941178,0.747403885742433,-0.123431365490721,0.757527471719535,1.50878329985556
