"","time","d2_bw1","k_bw1","UD2_1","UD2_2","U_K","do","mf_xe","p_atm","x_loc_fit","x_vel_fit","y_loc_fit","y_vel_fit","tot_vel_fit","x_acc_fit","y_acc_fit","tot_acc_fit","vRatio"
"1",0,7.73133226256917,-0.329787047852344,0.228916616200023,0.283422400618703,0.848427202966177,2.788,0.45,0.7,0.00428257497473476,-0.0641446670486663,0.000117568065738113,-0.00150449222449755,0.0641623083097688,0.271325803153838,0.00546759677654817,0.27138088744712,1
"2",0.033334017,7.7417728659517,-0.318827807802941,0.230723658621135,0.284883917846414,0.808536190496697,2.788,0.45,0.7,0.00273947867033344,-0.0612585648216081,9.59088317026978e-05,-0.00167469350177346,0.061281452025291,0.292455741402443,0.00667635986590967,0.2925319375048,0.955100488739131
"3",0.06666708,7.75189990445811,-0.307726116929161,0.230222747547275,0.284478388437885,0.768136013664769,2.788,0.45,0.7,0.00116529874714792,-0.0574018167094743,6.38884007085279e-05,-0.00183941782457995,0.0574312808448625,0.314254289092709,0.00810844684379383,0.314358879504592,0.895093745187445
"4",0.100000143,7.76170465115448,-0.296486269731501,0.231421829144957,0.28544965055995,0.727365359454581,2.788,0.45,0.7,-0.000404851671448195,-0.0525122351962856,1.98183149448499e-05,-0.00198995012843432,0.0525499262304303,0.336623225478662,0.00979273675347768,0.336765636050921,0.819015518842072
"5",0.133332968,7.77117817317057,-0.285113132088445,0.232328405376782,0.286185128797634,0.68636479130076,2.788,0.45,0.7,-0.0019315356099411,-0.0465358996181865,-3.78697778135546e-05,-0.00211537743996311,0.0465839540505895,0.359450939593066,0.0117582787597392,0.359643205265621,0.726033013427247
"6",0.166666985,7.78031217315186,-0.273611167125892,0.232557262011731,0.286370948446928,0.645272542167032,2.788,0.45,0.7,-0.0033715022926115,-0.0394280644815146,-0.000110491643590854,-0.0022024623477335,0.0394895316400646,0.382615599239685,0.014033257088675,0.382872862822713,0.615463076069727
"7",0.200000048,7.78909756059451,-0.261986236812498,0.234082355097772,0.287610829017475,0.604230291344875,2.788,0.45,0.7,-0.00467795486566516,-0.0311554501761058,-0.000198932140698286,-0.00223558460650361,0.0312355552889435,0.405983217623687,0.016643083013308,0.406324211934596,0.486820940701535
"8",0.233333111,7.79752630653373,-0.250243296361371,0.234246848361329,0.287744723613163,0.563374295268376,2.788,0.45,0.7,-0.00580144309381453,-0.0216958035443377,-0.000303463134148978,-0.00219684114258404,0.0218067421326581,0.429414461094097,0.0196088862738443,0.429861940415332,0.33986841663142
"9",0.266667128,7.80559055702628,-0.238387440641196,0.235346621076369,0.288640731796578,0.522838667305932,2.788,0.45,0.7,-0.00669039302556538,-0.0110390341786099,-0.000423517444976398,-0.00206626521727324,0.0112307491978332,0.452765145022459,0.022944978594205,0.453346168606173,0.175036551733961
"10",0.300000191,7.8132819987535,-0.226424930354836,0.235756875344668,0.288975335058688,0.482758369325221,2.788,0.45,0.7,-0.00729181292149386,0.000811428619234686,-0.000557435815469833,-0.0018222701416322,0.00199476436533174,0.475887303566049,0.0266557201282569,0.476633248012474,0.0310893485268832
"11",0.333333015,7.82059320471151,-0.214361235604489,0.23620938328258,0.289344626268982,0.443262199936267,2.788,0.45,0.7,-0.00755225477002029,0.0138404653734934,-0.00070223598497413,-0.00144226464988801,0.0139154090516659,0.49863653329905,0.0307328522543898,0.499582726430954,0.216878248589246
"12",0.366667032,7.82751711102435,-0.202201686604435,0.237056840188182,0.290036869173568,0.404475092562311,2.788,0.45,0.7,-0.00741852961705394,0.028021390362109,-0.000853360151648532,-0.000903493839367471,0.0280359522567626,0.520874426673463,0.0351518142001252,0.522059209672589,0.436953610231851
"13",0.400000095,7.8340461675265,-0.189953042080361,0.237825756275955,0.290665667646233,0.36652323336152,2.788,0.45,0.7,-0.00683857748091685,0.04331493918584,-0.00100442514369906,-0.000184205716387856,0.0433153308704778,0.54246982915106,0.0398673220333838,0.543932825728779,0.675089971223541
"14",0.433333158,7.84017374972107,-0.177621047790078,0.238666846207378,0.291354257697697,0.329526865090265,2.788,0.45,0.7,-0.00576225015857546,0.0596733835883072,-0.0011470610321402,0.000735150272383172,0.0596779117831735,0.563307567421472,0.0448103194821583,0.565087055458174,0.930108553686299
"15",0.466667175,7.84589346854088,-0.165211547801846,0.239445336792326,0.291992310363801,0.293605345690338,2.788,0.45,0.7,-0.00414198631163674,0.0770410311037404,-0.0012707633131692,0.00187042083844437,0.0770637330242987,0.58329052695854,0.0498837836736625,0.58541970475307,1.20107482187585
"16",0.5,7.85119870378169,-0.152731641696144,0.240236767493555,0.292641665618128,0.25888286822598,2.788,0.45,0.7,-0.00193367132724083,0.0953544286306439,-0.0013628327493593,0.00323200997895255,0.0954091869160439,0.602341960041658,0.0549588057362423,0.604844035396548,1.48699741997153
"17",0.533333063,7.85608374378429,-0.140187187914276,0.241020392612039,0.293285304191774,0.225485931657551,2.788,0.45,0.7,0.000903186694414698,0.114548056762272,-0.00140845628159168,0.00482345737959814,0.114649566283983,0.620413089334193,0.0598729534515993,0.62329541308453,1.78686785597656
"18",0.56666708,7.86054302102528,-0.127584386938623,0.241750752298946,0.293885804756042,0.193556655590998,2.788,0.45,0.7,0.00440492986963942,0.13455445933732,-0.00139087395521379,0.00663969582544296,0.134718180243845,0.637483358660514,0.0644281387943122,0.640730846485159,2.09964672083553
