"","time","d2_bw1","k_bw1","UD2_1","UD2_2","U_K","do","mf_xe","p_atm","x_loc_fit","x_vel_fit","y_loc_fit","y_vel_fit","tot_vel_fit","x_acc_fit","y_acc_fit","tot_acc_fit","vRatio"
"1",0,2.19367950759067,-0.205701619181956,0.140314142089672,0.218205175168603,0.740643221171948,1.487,0.64,0.7,-0.0167796242065731,0.378872753285943,0.0118258455890762,1.04610789639101,1.11260338579122,-0.652910956347817,0.428042305658393,0.780713092212737,1
"2",0.034,2.2010290610272,-0.195186300248717,0.140370097703867,0.218241160942186,0.705013088272218,1.487,0.64,0.7,-0.00626522181220814,0.384351454487068,0.049772850102766,1.03100640273547,1.10031824625781,-0.747986645189573,0.529913158280704,0.916674411501152,0.988958204073162
"3",0.067,2.20779815228313,-0.185008055002906,0.140430340322782,0.218279913146337,0.669977260268739,1.487,0.64,0.7,0.00464105691696259,0.386100170615827,0.0855397466344043,1.02041697547939,1.0910197732379,-0.845762676206865,0.633774993832938,1.05687522786398,0.98060080273981
"4",0.1,2.21420744774727,-0.174861291328028,0.140462108150716,0.218300352327117,0.634614499534611,1.487,0.64,0.7,0.0161415813276106,0.383824398390971,0.120380093460887,1.01433806285135,1.08452887216026,-0.948316838758836,0.74177048164217,1.20396356843104,0.974766827074687
"5",0.134,2.22043391997571,-0.164444231243282,0.140523787006593,0.218340043772722,0.597963865667887,1.487,0.64,0.7,0.0284756388951853,0.376771166551175,0.155471322046887,1.01327077692896,1.08105234809538,-1.05812505348328,0.856370291245566,1.36124895024276,0.971642152002439
"6",0.167,2.22611083713176,-0.154373737930167,0.140585571880905,0.218379813675809,0.562302804452832,1.487,0.64,0.7,0.0407506755823232,0.364919254150878,0.188943417996137,1.0176798146459,1.08112823808637,-1.16771649030018,0.969697099280219,1.51785185906644,0.971710361385907
"7",0.2,2.23142657256191,-0.144346823168791,0.140598808993015,0.218388335517844,0.526673316915412,1.487,0.64,0.7,0.053127272753599,0.347770566938296,0.222060873938971,1.02777176166936,1.08501574242659,-1.27909440500811,1.08380112123511,1.67651643812804,0.975204422602922
"8",0.234,2.23652563451765,-0.13406577604794,0.140631606530593,0.218409452074254,0.490119493836388,1.487,0.64,0.7,0.0657457025427572,0.324264953281849,0.256075746542448,1.04435099816769,1.09353407230901,-1.39428815219841,1.20065510658119,1.84000329791018,0.982860636839919
"9",0.267,2.24110832231217,-0.124139328775406,0.140665895501822,0.218431531966723,0.454908008685721,1.487,0.64,0.7,0.0776031396447606,0.295593664263365,0.289269642569681,1.06656679223042,1.1067702275727,-1.5049595626271,1.31175552246167,1.99639821575041,0.994757198932691
"10",0.3,2.24533054825392,-0.114268172354094,0.140714772527545,0.218463011073909,0.420071718717232,1.487,0.64,0.7,0.0887965894180496,0.261073078390715,0.322938437140173,1.09482254089261,1.12552012345713,-1.61281629156385,1.41883504874652,2.14808502762002,1.01160947183054
