"time","xACC","yACC","zACC","time_radgse","t.radgse","q0","q1","q2","q3","wx","wy","wz","cmx","cmy","cmz","Rx","Ry","Rz"
15.1591551303864,-2.79341492159801e-07,6.51407674467919e-08,-1.51512267621001e-07,15.1591551303864,4350.1171875,0.998936653137207,0.00571990618482232,-0.0295306742191315,-0.034940242767334,7.78750036261044e-05,-0.00112541252747178,7.48125012250966e-06,96.4851608276367,-0.639548480510712,103.306663513184,8830871,-10683144,-17468884
