"","time","x_acc","y_acc","z_acc"
"1",0.00115499114991735,-2.0496161931633,0.593683572522156,2.35261589158296
"2",0.0031549911499269,3.49849425032423,4.39860789344049,0.569342627372857
"3",0.00515499114993645,-2.68509104780699,-0.0485386151315442,-2.86426340268286
"4",0.00715499114988916,-3.99895241067591,-2.96641232475717,-1.99029332759696
"5",0.00915499114989871,2.18174011455537,-1.69296503193305,-0.865856583175305
"6",0.0111549911499083,0.682733006341521,-2.99377017175149,0.615763268397154
"7",0.0131549911499178,3.45606510623745,0.964186247779823,3.02388530033547
"8",0.0151549911499274,-0.635467587254454,0.109009248296128,4.38256361633592
"9",0.0171549911499369,-0.283015243459005,0.231046338840869,1.50518320264521
"10",0.0191549911498896,0.791699067721282,-0.640759528501227,-0.140511052274875
"11",0.0211549911498992,-1.59157282056279,-1.62293999077758,-1.15633686956543
"12",0.0231549911499087,0.112830621018446,-1.17787874366529,-5.18362061551689
"13",0.0251549911499183,-3.76655556689096,-1.60363816484754,-2.5261883118134
"14",0.0271549911499278,-1.33072918697602,3.54312322113948,0.408090577034419
"15",0.0291549911499374,-1.0158846440809,2.54992710295518,-0.765015807876646
"16",0.0311549911498901,1.36738714159853,3.71728783932251,1.93775987822045
"17",0.0331549911498996,2.75453541553267,1.90041282726917,0.170325707550303
"18",0.0351549911499092,-1.09833244579571,-2.61726262754495,-2.18018640631214
"19",0.0371549911499187,-0.763237564698131,-0.579530215235896,0.797610016530503
"20",0.0391549911499283,-1.01829539820395,-3.38699056799752,0.394212998647345
"21",0.0411549911499378,2.93630644950005,-2.83284194503442,0.766393742446667
"22",0.0431549911498905,-0.34424841067542,-2.74423863397071,3.13339744233302
"23",0.0451549911499001,-0.19526382549978,-1.16186683652191,2.51908222901161
"24",0.0471549911499096,2.08241710535637,1.52987623532298,0.747408472276163
"25",0.0491549911499192,-2.43774768727329,0.32066876564065,0.926666246518971
"26",0.0511549911499287,-0.682236211888295,2.67605034692666,-1.14497477891043
"27",0.0531549911499383,-3.42856780136665,1.52464337480809,-4.38320130211237
"28",0.055154991149891,-0.13547711611048,1.43118190188366,-4.19237632200303
"29",0.0571549911499005,1.52263985344595,0.34738542571385,-3.96049599797755
"30",0.0591549911499101,-1.83746975895795,-0.837981842098055,-1.76465367425959
"31",0.0611549911499196,3.46474371044584,2.91651724592973,2.88596308645921
"32",0.0631549911499292,-0.931508236391011,0.255621402295942,4.45501450826094
"33",0.0651549911499387,0.444550474002397,0.14228071219638,3.19972475689934
"34",0.0671549911498914,0.892468606124538,-1.13230117461283,2.8226333611261
"35",0.069154991149901,-2.70485923340041,-3.54012603175648,1.03694070646807
"36",0.0711549911499105,0.614749702598573,-2.16871926707769,-1.13491928830375
"37",0.0731549911499201,-1.28588915493404,-3.81319413629137,-1.59624439510273
"38",0.0751549911499296,2.58144327128227,0.127214434630617,-0.702633327201554
"39",0.0771549911499392,1.75744724614466,2.99657193640539,-0.182407045542246
"40",0.0791549911498919,0.235296955451275,3.97619653393952,-1.80392435432729
"41",0.0811549911499014,-0.40933879876414,2.97475139258245,-1.60780029540643
"42",0.083154991149911,-2.11326012342491,1.54385637131582,-1.84318695899296
"43",0.0851549911499205,0.875111254953452,1.76313099277382,-2.78989379523572
"44",0.0871549911499301,-0.911257898188552,-0.402793581506586,0.171616156794559
"45",0.0891549911499396,0.486015455625391,-0.674206228625511,1.45072592152151
"46",0.0911549911498923,0.543391401969501,-2.76384086485624,0.750244553468797
"47",0.0931549911499019,0.409835628905938,-0.404786590727377,3.72662455079553
"48",0.0951549911499114,0.602695958749763,-0.611667892691257,3.68523407769518
"49",0.097154991149921,1.3760660313155,0.128504883874874,1.84417565918518
"50",0.0991549911499305,1.59399815407502,3.55402582141902,1.31030437071723
"51",0.101154991149883,-2.2251191004589,-1.97303612510762,-2.15122478447484
"52",0.103154991149893,2.52792440305618,0.800150606361941,-3.17537634125744
"53",0.105154991149902,0.134527417048019,0.41876067408859,-0.604731998241501
"54",0.107154991149912,-2.27863789730785,-0.778023597112111,-0.482405808304118
"55",0.109154991149921,1.67644589333483,4.78899947635572,-1.34476264773192
"56",0.111154991149931,-2.77043184547532,-0.0250311198247232,-1.60885332783103
"57",0.113154991149884,1.25552830731883,0.554085031132074,-2.09477933937157
"58",0.115154991149893,-0.579055910439849,0.244798748496491,1.71258052279875
